GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
bitcoinj,org.bitcoinj.wallet,Wallet.BalanceFutureRequest,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,KeyChainGroup,93,1529,22,182,16,335,26,139,4,59
bitcoinj,org.bitcoinj.wallet,Wallet.TxOffsetPair,0,15,0,0,0,5,0,2,0,2
bitcoinj,org.bitcoinj.wallet,Wallet.new FutureCallback() {...},5,11,0,0,2,3,1,2,1,2
bitcoinj,org.bitcoinj.wallet,Wallet.new Object() {...},4,29,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,DeterministicKeyChain,384,2259,46,179,42,497,49,147,8,75
bitcoinj,org.bitcoinj.wallet,Wallet.CouldNotAdjustDownwards,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,DefaultRiskAnalysis.RuleViolation,9,69,0,0,0,7,2,2,2,2
bitcoinj,org.bitcoinj.wallet,BasicKeyChain,244,1052,31,113,29,225,27,85,3,37
bitcoinj,org.bitcoinj.wallet,AllRandomKeysRotating,3,0,0,0,1,0,1,0,1,0
bitcoinj,org.bitcoinj.wallet,WalletProtobufSerializer,360,1463,44,161,76,348,48,93,5,21
bitcoinj,org.bitcoinj.wallet,DefaultCoinSelector,0,106,1,19,0,24,1,14,0,5
bitcoinj,org.bitcoinj.wallet,KeyChain.KeyPurpose,5,53,0,0,0,5,1,3,1,3
bitcoinj,org.bitcoinj.wallet,DefaultKeyChainFactory,23,33,3,3,5,8,3,4,1,3
bitcoinj,org.bitcoinj.wallet,Wallet.MissingSigsMode,9,39,0,0,0,4,2,2,2,2
bitcoinj,org.bitcoinj.wallet,KeyTimeCoinSelector,25,91,4,10,7,23,4,7,0,4
bitcoinj,org.bitcoinj.wallet,DefaultCoinSelector.new Comparator() {...},0,59,0,4,0,14,0,4,0,2
bitcoinj,org.bitcoinj.wallet,UnreadableWalletException.BadPassword,4,0,0,0,2,0,1,0,1,0
bitcoinj,org.bitcoinj.net,FilterMerger.Result,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.net,AbstractTimeoutHandler.new TimerTask() {...},0,10,0,0,0,3,0,2,0,2
bitcoinj,org.bitcoinj.net,AbstractTimeoutHandler,0,58,0,6,0,17,0,8,0,5
bitcoinj,org.bitcoinj.net,BlockingClientManager,76,55,7,3,17,13,8,5,4,4
bitcoinj,org.bitcoinj.net,NioServer,146,139,4,10,14,43,2,10,0,5
bitcoinj,org.bitcoinj.net,NioClientManager,202,203,16,14,33,56,12,12,2,7
bitcoinj,org.bitcoinj.net,NioClient,11,39,0,0,4,8,2,2,2,2
bitcoinj,org.bitcoinj.net,ConnectionHandler,61,367,11,33,15,96,11,21,0,10
bitcoinj,org.bitcoinj.net,NioClientManager.new Executor() {...},0,14,0,0,0,3,0,2,0,2
bitcoinj,org.bitcoinj.net,NioClientManager.PendingConnect,0,18,0,0,0,2,0,1,0,1
bitcoinj,org.bitcoinj.net,FilterMerger,24,168,6,16,2,34,6,10,1,4
bitcoinj,org.bitcoinj.net,NioClient.new FutureCallback() {...},8,10,0,0,2,2,1,2,1,2
bitcoinj,org.bitcoinj.net,NioClient.Handler,9,66,3,3,4,22,4,6,1,6
bitcoinj,org.bitcoinj.net,BlockingClient,7,142,2,6,2,38,2,8,0,6
bitcoinj,org.bitcoinj.net,BlockingClient.new Thread() {...},36,102,3,7,4,18,2,5,0,2
bitcoinj,org.bitcoinj.net,ProtobufConnection,117,221,12,12,21,53,11,12,1,10
bitcoinj,org.bitcoinj.kits,WalletAppKit,897,0,110,0,195,0,89,0,34,0
bitcoinj,org.bitcoinj.kits,WalletAppKit.new FutureCallback() {...},35,0,2,0,6,0,4,0,3,0
bitcoinj,org.bitcoinj.kits,WalletAppKit.new Thread() {...},21,0,0,0,7,0,2,0,2,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.SignedPeerSeeds,422,0,39,0,112,0,57,0,36,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.PeerSeedData.Builder,432,0,46,0,125,0,53,0,30,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.PeerSeeds,526,0,51,0,136,0,67,0,40,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.SignedPeerSeeds.Builder,394,0,42,0,109,0,49,0,28,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos,98,0,0,0,14,0,4,0,4,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},8,0,0,0,3,0,2,0,2,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.PeerSeeds.Builder,844,0,100,0,231,0,96,0,46,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.PeerSeedData,462,0,45,0,127,0,61,0,37,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.PeerSeeds.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.PeerSeedData.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.SignedPeerSeeds.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
